Epoch	SMILES	Valid
1	Cc1c(Cl)cccc1S(=O)(=O)NC(C)c1[nH]nc(-c2ccc(F)cc2)c1-c1ccccc1	1.0
1	COC(=O)N1CC2CC1CN2c1ccc(C(=O)c2ccccc2)c(F)c1	1.0
1	c1coc(-c2nnc(SCc3nc4ccccc4o3)o2)c1	1.0
1	COc1ccc(OC)c(Sc2c(C)[nH]c3nc(N)nc(O)c23)n1	1.0
1	CC1CC(=O)N(CC(=O)NC2CCC2)S(=O)(=O)c2nonc21	1.0
1	CCCn1c(=O)c2nc(-c3cnn(CC(=O)N4CCc5ccccc54)c3)[nH]c2n(CC)c1=O	1.0
1	Cc1ccc(S(=O)(=O)Nc2cc(C)nn2-c2ccc(C)cc2C)cc1	1.0
1	O=[N+]([O-])c1cc(S(=O)(=O)N2CCCC2)ccc1P(=O)(O)O	1.0
1	c1ccc(C2=NCCN=C2N2CCCC2)cc1	1.0
1	O=C(CSc1nc2c3ccccc3nc-2c(O)n1-c1ccccc1Cl)Nc1ccc2ccccc2c1	1.0
1	COc1nc(Cl)cnc1NS(=O)(=O)c1ccccc1Cl	1.0
1	Cc1[nH]nc(O)c1Oc1ccccc1[N+](=O)[O-]	1.0
1	O=C(Nc1cccc(F)c1)c1ccc(OCCCN2CC3CCC2C3)cc1	1.0
1	CC(C)N1CCC(NC(=O)Nc2cc3c(O)cc4cc(OCc5cccc(N6CC[PH](=O)NC6=O)C5=O)cc4n3c2)=S1	0.0
1	CN(C)CCN(Cc1ccc(-c2ccc(Cl)cc2)c3cncc1F)C1=NCCN1	0.0
1	O=S(=O)(NC1C2CCC1Cc1cc(F)ccc1C2)c1ccc(Cl)s1	1.0
1	Cc1snnc1N(c1ccc(NC(=O)NCc2ccccc2)cc1S(C)(=O)=O)CC(F)(F)F	1.0
1	c1cc(-c2[nH]nc3ccc(-c4nn[nH]n4)cc23)nc(N2CCOCC2)c1	1.0
1	CNc1nc(N2CCCOCC2)nc2c([N+](=O)[O-])cccc12	1.0
1	C=C1C(=O)OC2C1C(OC(=O)C(CO)CO)C(OP(=O)(O)O)C1(COC(=O)C(O)C(O)C2O)C1(C)C(=O)O	0.0
1	COc1ccccc1N1CCN(S(=O)(=O)c2c(C)[nH]c(C)c2C(=O)N2CCCN2C)CC1	1.0
1	CC(C)(C)c1cc(CN2CCSCC2)cc(C(=O)N2CCN(c3cc(O)nc(O)n3)C2)n1	1.0
1	CC(=O)OC1(C(=O)Cl)C(OC(=O)C=Cc2ccco2)Oc2ccc(Br)cc21	1.0
1	COCCN(C)C(=O)C1CCN(Cc2ccc(NC(C)=O)cc2)C1	1.0
1	O=C(O)CC(C(=O)O)=NOC(=O)c1ccccc1Cl	1.0
1	CCCCOC(=O)Nc1ccc(S(=O)(=O)N2CCC(c3cc(-c4ccnn4-c4ccc(F)cc4)c(Cl)cn3)CC2)cc1	1.0
1	O=C(NS(=O)(=O)Cc1ccccc1)c1nc(-c2nnc(O)n2-c2ccccc2)cs1	1.0
1	COc1cc(NC(=O)CC(c2ccc(F)cc2)n2cnnc2SC(F)F)cc(O)c1O	1.0
1	Cc1n[nH]c(SCC=Cc2ccccc2)n1	1.0
1	Fc1cccc(CN2CCCC(Sc3nc4ccccn4c3Cc3ccoc3)C2)c1	1.0
1	COCc1cc(C)nc(SCC(=O)c2ccc(Cl)cc2Cl)[n+]1[O-]	1.0
1	O=[N+]([O-])c1ccc(NC(=S)N2CCC(N3CCCC3)CC2)cc1	1.0
1	O=C(O)c1ccc(OCCCO)c(S(=O)(=O)O)c1	1.0
1	CC(=O)OCC1OC(NC(=S)NCCN(C2Cn3cncc3C2)C(CO)O)CC1O	1.0
1	CC(NC(=O)C(Cc1ccc(OCc2ccccc2)cc1)NC(=O)OC(C)(C)C)B1OC(C(=O)O)C(O)C1O	1.0
1	O=C(O)CCC(NP(=O)(O)OCCCCCc1ccccc1)C(=O)O	1.0
1	O=S(=O)(NCN1CCSCC1)(c1ccccc1)c1ccccc1	0.0
1	COC(=O)CN1C(=O)N(c2ccc(Cl)nc2)C(C)(O)C1S(=O)(=O)O	1.0
