Name	ShapeQuery	Rank	TanimotoCombo	ShapeTanimoto	ColorTanimoto	Active
ZINC04617941_179	Trypsin_1.sq	1	0.688	0.399	0.289	1
ZINC04617941_179	Trypsin_1.sq	2	0.688	0.399	0.289	1
ZINC03834187_120	Trypsin_1.sq	3	0.660	0.395	0.264	1
ZINC04617942_159	Trypsin_1.sq	4	0.653	0.394	0.259	1
ZINC04617942_159	Trypsin_1.sq	5	0.653	0.394	0.259	1
ZINC01545941_175	Trypsin_1.sq	6	0.642	0.432	0.209	0
ZINC03959444_8	Trypsin_1.sq	7	0.641	0.431	0.210	0
ZINC03959484_35	Trypsin_1.sq	8	0.635	0.416	0.220	0
ZINC02043468_139	Trypsin_1.sq	9	0.632	0.446	0.186	1
ZINC03959464_42	Trypsin_1.sq	10	0.631	0.433	0.198	0
ZINC03834132_48	Trypsin_1.sq	11	0.630	0.458	0.172	1
ZINC01903301_196	Trypsin_1.sq	12	0.629	0.411	0.218	0
ZINC04222194_98	Trypsin_1.sq	13	0.628	0.456	0.172	0
ZINC01553076_147	Trypsin_1.sq	14	0.627	0.447	0.180	0
ZINC03834135_195	Trypsin_1.sq	15	0.621	0.463	0.158	1
ZINC04222191_152	Trypsin_1.sq	16	0.619	0.458	0.160	0
ZINC03870904_56	Trypsin_1.sq	17	0.618	0.441	0.177	0
ZINC03840473_98	Trypsin_1.sq	18	0.615	0.458	0.156	0
ZINC03959453_192	Trypsin_1.sq	19	0.614	0.442	0.172	0
ZINC03785241_100	Trypsin_1.sq	20	0.613	0.501	0.112	0
ZINC03834119_146	Trypsin_1.sq	21	0.612	0.452	0.161	1
ZINC02712629_115	Trypsin_1.sq	22	0.610	0.451	0.159	0
ZINC03834124_159	Trypsin_1.sq	23	0.609	0.461	0.148	1
ZINC03811853_173	Trypsin_1.sq	24	0.609	0.493	0.116	0
ZINC04222193_88	Trypsin_1.sq	25	0.609	0.454	0.155	0
ZINC03834155_161	Trypsin_1.sq	26	0.608	0.457	0.151	1
ZINC03820719_191	Trypsin_1.sq	27	0.608	0.476	0.132	0
ZINC03834129_145	Trypsin_1.sq	28	0.606	0.450	0.157	1
ZINC03818733_107	Trypsin_1.sq	29	0.606	0.470	0.136	0
ZINC03980301_22	Trypsin_1.sq	30	0.605	0.460	0.145	0
ZINC03834123_85	Trypsin_1.sq	31	0.600	0.449	0.151	1
ZINC03839227_65	Trypsin_1.sq	32	0.599	0.442	0.157	0
ZINC03981735_168	Trypsin_1.sq	33	0.599	0.403	0.195	0
ZINC03977049_84	Trypsin_1.sq	34	0.598	0.491	0.106	0
ZINC02130840_124	Trypsin_1.sq	35	0.597	0.452	0.146	0
ZINC03815826_71	Trypsin_1.sq	36	0.596	0.380	0.216	1
ZINC02663356_26	Trypsin_1.sq	37	0.596	0.420	0.176	0
ZINC01548784_36	Trypsin_1.sq	38	0.596	0.454	0.142	0
ZINC03959458_46	Trypsin_1.sq	39	0.596	0.427	0.168	0
ZINC02712629_98	Trypsin_1.sq	40	0.596	0.430	0.166	0
ZINC02654818_184	Trypsin_1.sq	41	0.596	0.421	0.174	0
ZINC03820532_70	Trypsin_1.sq	42	0.595	0.440	0.154	0
ZINC01549835_107	Trypsin_1.sq	43	0.595	0.424	0.170	0
ZINC03977123_117	Trypsin_1.sq	44	0.593	0.522	0.071	0
ZINC03815826_118	Trypsin_1.sq	45	0.592	0.378	0.213	1
ZINC03815826_118	Trypsin_1.sq	46	0.592	0.378	0.213	1
ZINC03820532_44	Trypsin_1.sq	47	0.592	0.424	0.168	0
ZINC03779518_32	Trypsin_1.sq	48	0.592	0.462	0.129	0
ZINC03834156_66	Trypsin_1.sq	49	0.591	0.450	0.141	1
ZINC02654819_121	Trypsin_1.sq	50	0.591	0.422	0.169	0
ZINC03820048_40	Trypsin_1.sq	51	0.590	0.420	0.170	0
ZINC03952614_163	Trypsin_1.sq	52	0.589	0.421	0.168	0
ZINC02712630_168	Trypsin_1.sq	53	0.588	0.417	0.171	0
ZINC03974221_97	Trypsin_1.sq	54	0.588	0.435	0.153	0
ZINC00771629_174	Trypsin_1.sq	55	0.588	0.481	0.106	0
ZINC03980301_187	Trypsin_1.sq	56	0.587	0.400	0.187	0
ZINC03818733_103	Trypsin_1.sq	57	0.586	0.470	0.117	0
ZINC03818733_103	Trypsin_1.sq	58	0.586	0.470	0.117	0
ZINC02130842_13	Trypsin_1.sq	59	0.586	0.431	0.155	0
ZINC03867367_196	Trypsin_1.sq	60	0.586	0.430	0.155	0
ZINC03981634_165	Trypsin_1.sq	61	0.585	0.436	0.149	0
ZINC03819383_170	Trypsin_1.sq	62	0.585	0.387	0.198	0
ZINC03977105_47	Trypsin_1.sq	63	0.585	0.508	0.076	0
ZINC03842250_74	Trypsin_1.sq	64	0.583	0.400	0.183	0
ZINC03815825_26	Trypsin_1.sq	65	0.582	0.379	0.203	1
ZINC01882072_41	Trypsin_1.sq	66	0.582	0.415	0.167	0
ZINC03914911_23	Trypsin_1.sq	67	0.582	0.411	0.171	0
ZINC03867259_165	Trypsin_1.sq	68	0.582	0.415	0.167	0
ZINC04222240_146	Trypsin_1.sq	69	0.581	0.468	0.113	0
ZINC03834143_92	Trypsin_1.sq	70	0.579	0.433	0.146	1
ZINC03834122_160	Trypsin_1.sq	71	0.578	0.453	0.125	1
ZINC03670346_161	Trypsin_1.sq	72	0.578	0.476	0.102	0
ZINC02712629_143	Trypsin_1.sq	73	0.578	0.425	0.153	0
ZINC03670360_144	Trypsin_1.sq	74	0.578	0.478	0.100	0
ZINC03834126_121	Trypsin_1.sq	75	0.577	0.444	0.133	1
ZINC03834118_125	Trypsin_1.sq	76	0.577	0.450	0.126	1
ZINC04215208_17	Trypsin_1.sq	77	0.577	0.457	0.120	0
ZINC03974221_197	Trypsin_1.sq	78	0.577	0.409	0.167	0
ZINC03819987_5	Trypsin_1.sq	79	0.577	0.403	0.173	0
ZINC03670334_53	Trypsin_1.sq	80	0.576	0.489	0.087	0
ZINC04004628_161	Trypsin_1.sq	81	0.576	0.472	0.104	0
ZINC02866540_89	Trypsin_1.sq	82	0.576	0.477	0.099	0
ZINC03834121_26	Trypsin_1.sq	83	0.575	0.431	0.144	1
ZINC03819377_163	Trypsin_1.sq	84	0.575	0.460	0.115	0
ZINC03819377_117	Trypsin_1.sq	85	0.575	0.457	0.118	0
ZINC02974135_165	Trypsin_1.sq	86	0.575	0.453	0.122	0
ZINC00596915_159	Trypsin_1.sq	87	0.575	0.427	0.148	0
ZINC04222242_155	Trypsin_1.sq	88	0.575	0.457	0.118	0
ZINC03765981_162	Trypsin_1.sq	89	0.574	0.490	0.084	0
ZINC03819987_8	Trypsin_1.sq	90	0.574	0.424	0.150	0
ZINC03928466_127	Trypsin_1.sq	91	0.572	0.366	0.206	0
ZINC02128935_120	Trypsin_1.sq	92	0.572	0.436	0.137	0
ZINC03766053_92	Trypsin_1.sq	93	0.572	0.479	0.093	0
ZINC03790011_41	Trypsin_1.sq	94	0.572	0.466	0.106	0
ZINC00842700_86	Trypsin_1.sq	95	0.572	0.439	0.133	0
ZINC03834144_125	Trypsin_1.sq	96	0.571	0.443	0.128	1
ZINC03834152_162	Trypsin_1.sq	97	0.571	0.427	0.144	1
ZINC03517673_154	Trypsin_1.sq	98	0.571	0.443	0.128	0
ZINC04356047_125	Trypsin_1.sq	99	0.571	0.454	0.118	0
ZINC03530555_131	Trypsin_1.sq	100	0.571	0.421	0.150	0
ZINC00842694_120	Trypsin_1.sq	101	0.571	0.432	0.138	0
ZINC03852887_131	Trypsin_1.sq	102	0.571	0.477	0.094	0
ZINC03815825_52	Trypsin_1.sq	103	0.570	0.379	0.191	1
ZINC01631658_151	Trypsin_1.sq	104	0.570	0.426	0.144	0
ZINC02127290_154	Trypsin_1.sq	105	0.570	0.465	0.105	0
ZINC01909079_145	Trypsin_1.sq	106	0.570	0.426	0.145	0
ZINC03870745_76	Trypsin_1.sq	107	0.570	0.408	0.163	0
ZINC03790022_73	Trypsin_1.sq	108	0.570	0.464	0.106	0
ZINC03941269_5	Trypsin_1.sq	109	0.570	0.430	0.140	0
ZINC03874810_134	Trypsin_1.sq	110	0.570	0.451	0.119	0
ZINC02138804_139	Trypsin_1.sq	111	0.570	0.439	0.131	0
ZINC03834176_144	Trypsin_1.sq	112	0.569	0.453	0.116	1
ZINC02138945_148	Trypsin_1.sq	113	0.569	0.477	0.093	0
ZINC02131328_25	Trypsin_1.sq	114	0.569	0.444	0.125	0
ZINC03368208_136	Trypsin_1.sq	115	0.569	0.422	0.147	0
ZINC00770143_69	Trypsin_1.sq	116	0.569	0.475	0.094	0
ZINC03368314_115	Trypsin_1.sq	117	0.568	0.433	0.136	0
ZINC01631479_47	Trypsin_1.sq	118	0.568	0.455	0.113	0
ZINC02860445_108	Trypsin_1.sq	119	0.568	0.479	0.089	0
ZINC03819390_37	Trypsin_1.sq	120	0.568	0.416	0.152	0
ZINC03323428_162	Trypsin_1.sq	121	0.568	0.429	0.138	0
ZINC03977147_193	Trypsin_1.sq	122	0.568	0.498	0.070	0
ZINC03980155_105	Trypsin_1.sq	123	0.568	0.382	0.186	0
ZINC03834125_184	Trypsin_1.sq	124	0.567	0.442	0.126	1
ZINC03955054_97	Trypsin_1.sq	125	0.567	0.438	0.129	0
ZINC04393950_36	Trypsin_1.sq	126	0.567	0.471	0.096	0
ZINC00852447_196	Trypsin_1.sq	127	0.567	0.430	0.137	0
ZINC03791571_0	Trypsin_1.sq	128	0.567	0.399	0.168	0
ZINC02416080_195	Trypsin_1.sq	129	0.567	0.458	0.108	0
ZINC03834181_53	Trypsin_1.sq	130	0.566	0.421	0.145	1
ZINC03345168_97	Trypsin_1.sq	131	0.566	0.467	0.099	0
ZINC02130616_143	Trypsin_1.sq	132	0.566	0.448	0.117	0
ZINC03819224_46	Trypsin_1.sq	133	0.566	0.396	0.169	0
ZINC03938551_178	Trypsin_1.sq	134	0.566	0.414	0.152	0
ZINC03948081_161	Trypsin_1.sq	135	0.566	0.359	0.206	0
ZINC02129136_155	Trypsin_1.sq	136	0.566	0.475	0.090	0
ZINC04185341_16	Trypsin_1.sq	137	0.565	0.431	0.134	0
ZINC04185339_17	Trypsin_1.sq	138	0.565	0.431	0.134	0
ZINC01552869_96	Trypsin_1.sq	139	0.565	0.407	0.158	0
ZINC01372730_11	Trypsin_1.sq	140	0.565	0.413	0.152	0
ZINC00603072_178	Trypsin_1.sq	141	0.564	0.421	0.143	0
ZINC01535967_76	Trypsin_1.sq	142	0.564	0.398	0.166	0
ZINC01631479_171	Trypsin_1.sq	143	0.564	0.451	0.113	0
ZINC03977132_184	Trypsin_1.sq	144	0.564	0.493	0.071	0
ZINC00767720_85	Trypsin_1.sq	145	0.564	0.459	0.105	0
ZINC02637101_109	Trypsin_1.sq	146	0.563	0.465	0.099	0
ZINC02130564_138	Trypsin_1.sq	147	0.563	0.455	0.108	0
ZINC03406200_124	Trypsin_1.sq	148	0.563	0.425	0.138	0
ZINC03977126_162	Trypsin_1.sq	149	0.563	0.489	0.074	0
ZINC04383610_80	Trypsin_1.sq	150	0.562	0.438	0.124	0
